"","Country.Name","Country.Code","tour_arr_2017","tour_arr_2018","sum_2017","sum_2018","cn_arr_2017","cn_arr_2018","201801","201802","sum","hot_travel","gdp_2017","gdp_2018","dense_2017","dense_2018","export","import","20200122","20200123","20200124","20200126","20200202","20200205","20200206","20200207","20200210","20200217","20200219","20200221","20200304","20200307","20200318","imported_sum","tour_popu_2017","tour_popu_2018","cn_tour_dense","tw_exposed"
"103","IDA total","IDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.80348686473,1359.23373518049,66.9372657833933,68.4840897212872,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"104","IDA blend","IDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733.81144214788,1787.91519951321,91.2596245353285,93.3256218287322,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"105","Indonesia","IDN",14040000,15810000,2093171,2139161,680841,708517,11181,18095,29276,0,3836.91381389271,3893.59607757239,146.086480787383,147.75219008926,34138844373.63,25087068073.29,0,0,0,0,0,0,0,0,0,0,0,0,2,4,227,1,2774012,2847678,19273.3386779557,1.51898954764309
"106","IDA only","IDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161.53806425146,1139.61185397953,58.8920637547639,60.2621873819374,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"107","Isle of Man","IMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80989.1722114502,80989.1722114502,146.663157894737,147.50350877193,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"108","India","IND",15543000,17423000,247235,281768,818954,708517,2758,3393,6151,0,1981.26870609561,2009.97885727039,450.243285831043,454.938072575247,68051857659.29,14224967032.84,0,0,0,0,2,3,3,3,3,3,3,3,28,34,156,0,1066189,990285,2176.74681390005,2.82577650313833
"109","Not classified","INX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"110","Ireland","IRL",10338000,10926000,NA,NA,41953,44002,71,75,146,1,69649.8827399743,78806.431996268,69.7835389751778,70.452983016403,4312716520.57,7504891301.66,0,0,0,0,0,0,0,0,0,0,0,0,6,18,292,1,NA,NA,NA,NA
"111","Iran, Islamic Rep.","IRN",4867000,7295000,74663,54789,136681,96910,97,63,160,0,5627.74926845456,5627.74926845456,49.5309014219406,50.222420123284,18406609986,17186034414.67,0,0,0,0,0,0,0,0,0,0,2,18,2922,5823,17361,0,211344,151699,3020.54340725945,0.0529706011227855
"112","Iraq","IRQ",NA,NA,NA,NA,23528,21256,125,65,190,0,5205.28825481948,5834.16621076061,86.5016316022141,88.5305700354617,8302740408,12762870227.48,0,0,0,0,0,0,0,0,0,0,0,0,35,54,164,0,NA,NA,NA,NA
"113","Iceland","ISL",2225000,2343800,237357,307640,2788,2835,101,184,285,1,71314.774196294,73191.1163154337,3.42543640897756,3.52692269326683,464997158.24,101044851.29,0,0,0,0,0,0,0,0,0,0,0,0,26,50,250,1,240145,310475,88029.9986707168,0.00323753270820854
"114","Israel","ISR",3613000,4121000,114068,105483,91540,97484,871,818,1689,1,40541.8620907084,41715.0292840432,402.647874306839,410.526802218115,5930962288.87,3543238635.17,0,0,0,0,0,0,0,0,0,0,0,1,15,43,433,0,205608,202967,494.406209054683,3.41621923241904
"115","Italy","ITA",58253000,61567200,3077279,3200847,279686,277776,2804,4122,6926,1,32326.8417463954,34483.2039992043,205.809169103148,205.450747943156,31732127382.15,16114070299.45,0,0,0,0,2,2,2,3,3,3,3,20,3089,5883,35713,5,3356965,3478623,16931.6638407297,0.409056077722219
"116","Jamaica","JAM",2353000,2473000,3892,3431,7230,7349,3,0,3,0,5069.18383810726,5354.2368587703,269.700184672207,270.993074792244,425651532.99,43750306.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11122,10780,39.7796143250688,0.075415512465374
"117","Jordan","JOR",3843500,4150000,35979,28382,29615,28309,64,221,285,1,4162.82068657256,4241.78878213854,110.150630772697,112.14249831043,2735861571.87,300387389.42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,0,65594,56691,505.526458337582,0.563768711408734
"118","Japan","JPN",28691000,31192000,7355818,8380034,2680033,2689662,349173,404850,754023,0,38331.9793978104,39289.9584346358,347.777586679833,347.073458415624,156195760326.81,134077018918.65,2,1,2,4,20,22,45,25,26,66,84,105,331,461,889,2,10035851,11069696,31894.3893045948,23.64124275273
"119","Kazakhstan","KAZ",7701000,8789000,94817,51418,222946,195081,NA,NA,NA,NA,9247.58133129626,9812.60113654067,6.68140015557284,6.76982590658221,5798781583.9,5900255068.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,317763,246499,36411.423779795,NA
"120","Kenya","KEN",1364000,1364000,NA,NA,27459,25760,38,55,93,0,1568.20154066413,1710.51009699405,88.2409828864603,90.2994166637383,4058627887.13,110289214.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA
"121","Kyrgyz Republic","KGZ",421000,423000,34519,30749,34289,38269,NA,NA,NA,NA,1242.76964282023,1281.36366078545,32.3159541188738,32.9290928050052,2627648056.5,102820622.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68808,69018,2095.95813673644,NA
"122","Cambodia","KHM",5602000,6201000,1210782,2024443,61603,101645,7731,8689,16420,0,1385.45836254396,1510.3248705764,90.6946181735781,92.0564128710628,4771230782,990873741.53,0,0,0,0,1,1,1,1,1,1,1,1,1,1,35,0,1272385,2126088,23095.4904030192,0.710961305149576
"123","Kiribati","KIR",5800,7100,NA,NA,1896,1777,NA,NA,NA,NA,1625.575969558,1625.28610001512,140.935802469136,143.020987654321,14879478,385250.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"124","St. Kitts and Nevis","KNA",115000,125000,NA,NA,884,889,1,2,3,0,19155.4317310874,19275.4185126566,200.173076923077,201.696153846154,11401267.32,839920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"125","Korea, Rep.","KOR",13336000,15347000,4169353,4789512,3854869,4191790,73822,86644,160466,0,29742.8388613471,31362.75147294,527.918010624996,529.652103632681,97747224157.17,147837487312.16,1,1,2,3,15,19,23,24,27,30,31,204,5621,7041,8413,0,8024222,8981302,16956.9835339097,9.46312176803784
"126","Kuwait","KWT",7407000,8508000,32624,35231,6491,6483,17,21,38,0,29759.5324471408,33994.4065667831,227.614870931538,232.172222222222,5330928061.86,8294197507.74,0,0,0,0,0,0,0,0,0,0,0,0,56,61,142,0,39115,41714,179.668349644661,0.211500801755872
"127","Latin America & Caribbean (excluding high income)","LAC",89250000,93083127.4089447,NA,NA,NA,NA,NA,NA,NA,NA,8967.30007025537,8546.01902176315,31.7186142438087,32.0214614597141,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"128","Lao PDR","LAO",3257000,3770000,639185,805833,230925,305200,207,160,367,0,2423.8462031921,2542.4865281792,30.125801559792,30.5957842287695,1341259594,1182401077.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870110,1111033,36313.2708641371,0.0101064980175732
"129","Lebanon","LBN",1857000,1964000,7730,9467,19622,18549,60,28,88,1,7838.34338489943,8269.78767551923,665.872238514174,669.494134897361,1953551203.42,23910467.89,0,0,0,0,0,0,0,0,0,0,0,1,13,22,133,0,27352,28016,41.846520439339,2.1029227538181
"130","Liberia","LBR",NA,NA,NA,NA,2829,3832,NA,NA,NA,NA,698.70176435511,677.322178545364,48.8188122923588,50.0309073920266,858443807,26887349.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA
"131","Libya","LBY",NA,NA,NA,NA,2893,3199,NA,NA,NA,NA,5756.42314018283,7241.70448113024,3.74002523386794,3.79563238119054,1025463552,1257333231.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"132","St. Lucia","LCA",386000,395000,NA,NA,1388,238,2,0,2,0,10039.6714141126,10566.0497458462,296.647540983607,298.17868852459,15731877,52689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA
"133","Latin America & Caribbean","LCN",111174514.516615,113348450.74506,NA,NA,NA,NA,NA,NA,NA,NA,9407.34937121526,9044.21587884566,31.7062208823939,32.0057333680836,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"134","Least developed countries: UN classification","LDC",33090028.6779738,37193816.8946493,NA,NA,NA,NA,NA,NA,NA,NA,1106.69439011676,1054.4514989109,55.5297414713504,56.8413289019083,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"135","Low income","LIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789.463130215408,833.875876051462,50.3575487295414,51.673738313444,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"136","Liechtenstein","LIE",79300,85300,1549,1654,381,356,NA,NA,NA,NA,NA,NA,236.25,236.9375,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,1930,2010,8.48324980216302,NA
"137","Sri Lanka","LKA",2116400,2334000,268952,269327,63039,63043,353,524,877,0,4104.63098320435,4102.48135014467,341.955031095519,345.558922022006,3643838905.27,289562791.6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,51,0,331991,332370,961.833073373327,0.911800627653817
"138","Lower middle income","LMC",135109800.720809,152816175.821976,NA,NA,NA,NA,NA,NA,NA,NA,2187.46787548744,2217.09392828766,148.021887424185,150.081518176415,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"139","Low & middle income","LMY",521437891.013531,569038431.245784,NA,NA,NA,NA,NA,NA,NA,NA,4747.96773651755,4971.14867747042,68.3940542460196,69.2415960633107,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"140","Lesotho","LSO",1137000,1173000,7830,6099,993,1281,27,7,34,0,1226.6126297762,1299.15312598733,68.8870882740448,69.437812911726,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8823,7380,106.282149315128,0.319903203116353
"141","Late-demographic dividend","LTE",316724202.664566,333351809.281881,NA,NA,NA,NA,NA,NA,NA,NA,8947.29887374247,9692.65276890505,51.131386767709,51.408720555305,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"142","Lithuania","LTU",2523000,2825000,24000,19297,10821,10972,5,33,38,1,16840.938567953,19153.4089860651,45.151861559541,44.5313513780643,1011145786.67,265398813.18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,34821,30269,679.723364849651,0.0559050960509579
"143","Luxembourg","LUX",1046000,1018000,33709,31750,3125,3186,15,11,26,1,107361.306947271,116639.88804711,245.405761316872,250.093827160494,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,203,0,36834,34936,139.691572545612,0.186124327518114
"144","Latvia","LVA",1949000,1946000,22774,22738,8308,8243,5,1,6,1,15548.0823130571,17860.6171980214,31.2358957864265,30.9833065294307,584463740.64,176234031.31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,0,31082,30981,999.925555736651,0.00600044669883426
"145","Macao SAR, China","MAC",17255000,18493000,22197250,25261208,24649971,25150834,47964,45444,93408,0,81516.6749248075,87208.535912643,20479.7699938293,20777.5002607232,2797626693,100442088.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46847221,50412042,2426.28041715377,38.4984354403583
"146","St. Martin (French part)","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.058823529412,672.058823529412,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"147","Morocco","MAR",11349000,12289000,150484,225002,20335,23498,200,519,719,1,3036.17106160684,3237.88336815666,79.7250593771006,80.7285189334528,3140957468,635005988.27,0,0,0,0,0,0,0,0,0,0,0,0,1,2,49,0,170819,248500,3078.21824657587,0.233576680535825
"148","Monaco","MCO",355000,347000,4227,3670,103,134,NA,NA,NA,NA,167101.759376942,185741.279991587,19196,19196,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,4330,3804,0.198166284642634,NA
"149","Moldova","MDA",145000,160000,1180,1508,4011,3897,NA,NA,NA,NA,2724.49309280928,3227.3121916043,123.635210924165,123.51980353224,493471466.99,38168854.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5191,5405,43.7581654555436,NA
"150","Madagascar","MDG",255000,291000,3083,6285,14119,15567,1,2,3,0,515.292738970352,527.501285041282,43.9507390855964,45.1398556204881,824167288.58,188215175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17202,21852,484.095478366612,0.00619712460467986
"151","Maldives","MDV",1390000,1484000,306530,283116,5817,4905,303,469,772,0,9540.63434888323,10330.615614094,1654.67333333333,1718.98666666667,274337706,554948.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,312347,288021,167.552783034966,4.60750329547731
"152","Middle East & North Africa","MEA",100457140.338422,110563609.189097,NA,NA,NA,NA,NA,NA,NA,NA,7417.76821141481,8042.8494647245,39.3154159055365,39.997702909805,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"153","Mexico","MEX",39291000,41313000,141692,167663,82134,92546,117,183,300,0,9278.41816833763,9673.44367360619,64.1875171686515,64.9146264050001,53679921732.93,7806216668.63,0,0,0,0,0,0,0,0,0,0,0,0,5,6,93,0,223826,260209,4008.48028264948,0.0748413310896242
"154","Marshall Islands","MHL",6000,6800,118,NA,374,338,6,5,11,0,3666.69537359193,3788.16359372058,322.544444444444,324.516666666667,405675738,17521506.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,NA,NA,NA
"155","Middle income","MIC",494376746.544112,537884675.621539,NA,NA,NA,NA,NA,NA,NA,NA,5232.16266768826,5485.4691651995,71.5283441893003,72.294869980189,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"156","North Macedonia","MKD",631000,707000,9435,13724,3229,3476,6,0,6,1,5417.64201944282,6083.71894832148,82.5533703409992,82.5915146708961,433863259.59,73862909.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12664,17200,208.253839011636,0.0288109934898475
"157","Mali","MLI",11000,14000,3907,4671,6420,4868,NA,NA,NA,NA,828.511976401524,899.659908096615,15.1717306321147,15.635015858186,561281502.35,76387312.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10327,9539,610.104913645206,NA
"158","Malta","MLT",2274000,2599000,NA,NA,2017,2239,14,22,36,1,27283.5447293274,30098.2833099975,1462.496875,1511.03125,672972662,408097387.05,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,NA,NA,NA,NA
"159","Myanmar","MMR",3443000,3551000,996916,963190,9655453,12379845,2362,2923,5285,0,1249.82874570041,1325.9529237064,81.7397271390948,82.2386154835549,8577684494.06,4493301318.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10652369,13343035,162247.806842859,0.0325736298248927
"160","Middle East & North Africa (excluding high income)","MNA",47735563.5382128,57712158.754666,NA,NA,NA,NA,NA,NA,NA,NA,3823.21794687243,3823.21794687243,43.5763129202665,44.3111694561864,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"161","Montenegro","MNE",1877000,2077000,23495,42715,10204,9505,NA,NA,NA,NA,7784.06528996557,8844.23698538056,46.2730855018587,46.2710037174721,283096545.82,58785120.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33699,52220,1128.56855923965,NA
"162","Mongolia","MNG",469000,529000,201912,216379,1864012,1915832,13,13,26,0,3669.4175404033,4121.73243469391,2.00428628440485,2.04060866654651,1419985578.51,5276430408.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2065924,2132211,1044889.71107259,2.48830089190091e-05
"163","Northern Mariana Islands","MNP",656000,517000,233986,215892,NA,NA,NA,NA,NA,NA,28305.222587603,23258.6758552794,122.960869565217,123.65652173913,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"164","Mozambique","MOZ",1447000,2743000,NA,NA,5720,8329,7,9,16,0,461.415094120589,498.957220208652,36.4315051247489,37.508535313716,708564472.53,488496225.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"165","Mauritania","MRT",NA,NA,NA,NA,2199,2352,NA,NA,NA,NA,1145.54794727391,1188.83458753973,4.15501503832347,4.27216357815077,864340080.79,731861916.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA
"166","Mauritius","MUS",1342000,1399000,72951,65736,25225,22787,46,61,107,0,10484.9083620411,11238.6903948961,622.962068965517,623.30197044335,879193804.87,29945374.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,98176,88523,142.022653862355,0.753400933513759
"167","Malawi","MWI",837000,871000,NA,NA,2820,3325,4,1,5,0,356.717573153369,389.398033178836,187.423207467119,192.440761561307,261457451,27243852.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"168","Malaysia","MYS",25948000,25832000,2281321,2943792,1232499,1290744,25304,30326,55630,0,10254.2340242588,11373.2330025676,94.6736508902755,95.9628214883579,37546372947.83,35325202532.22,0,0,0,4,8,12,12,12,18,22,22,22,50,93,790,0,3513820,4234536,44126.8392729963,1.26068399451495
"169","North America","NAC",98339740,101161920,NA,NA,NA,NA,NA,NA,NA,NA,58434.030875745,61117.0483726436,19.8317844585567,19.9709762368072,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"170","Namibia","NAM",1499000,1499000,14584,NA,2788,3203,NA,NA,NA,NA,5646.45600811344,5931.45388611617,2.91829489001445,2.97374558175127,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17372,NA,NA,NA
"171","New Caledonia","NCL",121000,120000,281,1153,NA,NA,NA,NA,NA,NA,NA,NA,15.3364332603939,15.5393873085339,84587873,790476467.97,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35,0,NA,NA,NA,NA
"172","Niger","NER",164000,157000,NA,NA,8775,8140,NA,NA,NA,NA,375.869489673522,413.980304962089,17.0541343648851,17.7176505881424,97637779,95455494.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"173","Nigeria","NGA",NA,NA,NA,NA,46247,45367,16,19,35,0,1968.55958830575,2028.18197017598,209.573559735169,215.064988965381,10213864465.7,1516599435.43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,NA,NA,NA,NA
"174","Nicaragua","NIC",1787000,1256000,786,742,1939,673,14,10,24,0,2168.19520646356,2028.89475539369,53.0567974073459,53.7270483629716,1137508907.24,25646966.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,1415,26.3368274102921,0.911271491668776
"175","Netherlands","NLD",17924000,18780000,312000,285000,193960,196183,3892,5229,9121,1,48554.9922761756,53024.0592130531,508.497951914515,511.457910359157,50427106484.12,11923378190.5,0,0,0,0,0,0,0,0,0,0,0,0,38,188,2058,2,505960,481183,940.806643624111,9.69487201415235
"176","Norway","NOR",6252000,5688000,375738,255826,39065,38743,258,396,654,1,75496.7540581998,81697.2459836768,14.4525759458847,14.5549195374975,7960401157.33,2976734106,0,0,0,0,0,0,0,0,0,0,0,0,56,147,1550,0,414803,294569,20238.4492226913,0.0323147289006086
"177","Nepal","NPL",940000,1173000,104664,153602,132510,157543,280,352,632,0,911.444266508683,1033.91243082634,192.724966864318,195.939107080572,1170661423.02,25120370.03,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,237174,311145,1587.96783672212,0.397992947580458
"178","Nauru","NRU",NA,NA,NA,NA,231,211,NA,NA,NA,NA,8844.74280553977,9888.89359652993,643.8,635.2,405966,78546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"179","New Zealand","NZL",3555000,3686000,417872,448189,143471,146403,1753,2544,4297,0,42260.1251767853,41945.3316690932,18.2062967604724,18.5541756864532,7187706589.07,8812264442.55,0,0,0,0,0,0,0,0,0,0,0,0,3,5,20,0,561343,594592,32046.2633343568,0.134087395936524
"180","OECD members","OED",750281740,787380920,NA,NA,NA,NA,NA,NA,NA,NA,38424.3768577186,40410.4547316493,37.597388830248,37.8092345649061,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"181","Oman","OMN",2316000,2301000,20930,45956,8875,7863,10,9,19,0,15130.4978264405,16415.1572780989,15.075718901454,15.6041453957997,1911648641.82,12371369498.99,0,0,0,0,0,0,0,0,0,0,0,0,15,16,39,0,29805,53819,3449.01938778954,0.00550881217637255
"182","Other small states","OSS",41152644.4446069,42781520.9748068,NA,NA,NA,NA,NA,NA,NA,NA,13455.3646438814,14704.8329329937,14.8383003899119,15.1386164116647,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"183","Pakistan","PAK",NA,NA,NA,NA,127265,130944,43,18,61,0,1464.99330546855,1482.40306306798,269.687481838937,275.289318700706,18041524848,1777073467.94,0,0,0,0,0,0,0,0,0,0,0,0,5,6,299,0,NA,NA,NA,NA
"184","Panama","PAN",1843000,1785000,16275,26735,12953,11777,15,67,82,0,15166.124432066,15575.0725482915,55.2430858218994,56.1860774818402,5960053523,57866468.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,29228,38512,685.436708274348,0.119631760321741
"185","Peru","PER",4032000,4419000,131774,151099,20767,21128,32,124,156,0,6710.50802896038,6941.23584763012,24.56585703125,24.99160625,8733525939.53,11651564943.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,0,152541,172227,6891.39378546347,0.0226369301851626
"186","Philippines","PHL",6621000,7168000,968447,1257962,1160875,1202966,17476,23008,40484,0,2981.93415144162,3102.71336329931,352.72919475467,357.688305329175,21291168150.78,18460143532.41,0,0,0,0,2,2,2,3,3,3,3,3,3,6,202,3,2129322,2460928,6880.09074754414,5.88422471236311
"187","Palau","PLW",123000,106000,57866,41317,96,89,802,853,1655,0,16078.2681940701,15859.4348578768,38.7130434782609,38.9282608695652,16634336.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57962,41406,1063.64885240409,1.55596463650511
"188","Papua New Guinea","PNG",139000,140000,12373,12732,1605,1903,17,80,97,0,2695.25188280292,2730.27479935873,18.6327540520249,19.0043633794109,768624902,1939925712.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13978,14635,770.086306382427,0.125959907605252
"189","Poland","POL",18258000,19622000,138000,158000,90511,95338,193,244,437,1,13856.9823892845,15420.9111634295,124.0237303635,124.035886214442,24823465418.16,2608592415.54,0,0,0,0,0,0,0,0,0,0,0,0,1,5,251,0,228511,253338,2042.45728983636,0.213957962389026
"190","Pre-demographic dividend","PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.61285623397,1437.28936962287,50.2836403648326,51.6874400219725,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"191","Puerto Rico","PRI",3513000,3068000,1471,2094,4,4,NA,NA,NA,NA,31353.4341794183,31651.3481514031,374.859188275085,360.220180383315,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,2098,5.82421561659175,NA
"192","Korea, Dem. People’s Rep.","PRK",NA,NA,NA,NA,229467,250654,NA,NA,NA,NA,NA,NA,211.194958890458,212.190175234615,3233160386,1586263946.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"193","Portugal","PRT",15432000,16186000,277628,324902,56259,56314,356,707,1063,1,21437.3475036794,23407.9065887968,112.441821058412,112.23945350807,2398268389.04,1442605347.38,0,0,0,0,0,0,0,0,0,0,0,0,5,20,448,0,333887,381216,3396.45274531376,0.312973587360128
"194","Paraguay","PRY",1584000,1181000,638,602,1383,1382,4,5,9,0,5680.58076826353,5821.81432292324,17.2843241882708,17.5083589227284,3625021834.28,29602460.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2021,1984,113.317302252953,0.0794229991454413
"195","West Bank and Gaza","PSE",503000,606000,NA,NA,6873,7373,NA,NA,NA,NA,3254.48588658763,3198.86664447405,740.000830564784,758.984551495017,68922682,115449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"196","Pacific island small states","PSS",1360729.43398705,1392601.44944122,NA,NA,NA,NA,NA,NA,NA,NA,4133.25731046749,4224.52989029586,37.7271962616822,38.2767445482866,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"197","Post-demographic dividend","PST",742660940,773365720,NA,NA,NA,NA,NA,NA,NA,NA,42740.9018164941,45126.4977785641,35.1416031690042,35.2674889372306,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"198","French Polynesia","PYF",199000,216300,5430,5055,NA,NA,NA,NA,NA,NA,NA,NA,75.4379781420765,75.8685792349727,61639101,5311945.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"199","Qatar","QAT",2256500,1819300,45627,62988,2604,3451,31,84,115,0,61264.3964777979,68793.7844372614,234.687683031869,239.593195521103,1667930494,5926122665.55,0,0,0,0,0,0,0,0,0,0,0,0,8,8,452,1,48231,66439,277.299193975432,0.414714512333522
"200","Romania","ROU",10926000,11720000,35929,41625,48740,45630,29,10,39,1,10807.6844848917,12301.1864034302,85.1333927329624,84.6398470097357,4253840645.57,1337430259.24,0,0,0,0,0,0,0,0,0,0,0,0,4,9,260,0,84669,87255,1030.89742104524,0.037831116077929
"201","Russian Federation","RUS",24390000,24551000,1478212,1690186,2344646,2414301,199,264,463,1,10750.5871197198,11288.8724435206,8.82322079860193,8.82207955488442,43022512439.8,39191599161.12,0,0,0,0,2,2,2,2,2,2,2,2,3,13,147,0,3822858,4104487,465251.642140034,0.000995160377877061
"202","Rwanda","RWA",NA,NA,NA,NA,4304,5427,NA,NA,NA,NA,762.914374550788,772.944459929187,485.648034049453,498.659870287799,127817264,28811104.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA
"203","South Asia","SAS",23825232.5091422,26701056.8437404,NA,NA,NA,NA,NA,NA,NA,NA,1866.9376986432,1902.8026286069,375.730175506376,380.247133746081,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"204","Saudi Arabia","SAU",16109000,15334000,61315,62834,34553,32007,113,58,171,0,20803.7425657324,23338.9634580718,15.3971721504031,15.6766543082956,18277702218,29633290291.34,0,0,0,0,0,0,0,0,0,0,0,0,1,5,171,0,95868,94841,6049.82403355116,0.028265284916002
"205","Sudan","SDN",813000,836000,NA,NA,20047,20580,1,5,6,0,3015.02442975186,977.273635724417,NA,NA,2337313387.28,614243098.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA
